country;dimension;group;item;lat_mean;lat_var;a;b1;b2;b3;b4
DEU;S;1;S7;0;1;2,078409379;-1,244273827;-0,325916951;0,477236539;1,774422776
DEU;S;1;S8;0;1;2,002722644;-0,544706251;0,254051636;1,098149606;2,317413837
DEU;S;2;S1;0,260816048;0,77052188;0,896154665;-2,615305211;-1,519139997;-0,34238207;1,540827124
DEU;S;2;S2;0,260816048;0,77052188;1,405190173;-2,192829398;-1,453915152;-0,399834268;1,123064771
DEU;S;2;S3;0,260816048;0,77052188;1,629970948;-1,2728032;-0,3119315;0,554037428;1,736243712
DEU;S;2;S4;0,260816048;0,77052188;1,106086344;-1,787744642;-0,630497727;0,408158615;1,994527201
DEU;S;2;S5;0,260816048;0,77052188;2,07448077;-1,510624122;-0,719499131;0,012520195;1,045885353
DEU;S;2;S6;0,260816048;0,77052188;1,889272091;-0,806143125;0,008591719;0,721953376;1,741503079
DEU;S;2;S7;0,260816048;0,77052188;2,05200881;-1,113448271;-0,45948991;0,35801751;1,460853843
DEU;S;2;S8;0,260816048;0,77052188;2,002722644;-0,544706251;0,254051636;1,098149606;2,317413837
DEU;E;1;E1;0;1;1,691604044;-0,42145935;0,606557174;1,45723745;2,659993653
DEU;E;1;E2;0;1;1,522502987;-0,476617175;0,683524331;1,613274284;3,089779058
DEU;E;1;E3;0;1;1,996197218;-1,111546872;-0,316557503;0,467232063;1,671475086
DEU;E;1;E4;0;1;1,06872494;0,234145058;1,635839174;2,77792693;4,821271685
DEU;E;1;E5;0;1;1,299845379;-1,563982081;-0,722027698;0,224676776;1,542510285
DEU;E;1;E6;0;1;2,892870926;-0,524176614;0,332891182;1,138712797;2,193042954
DEU;E;1;E7;0;1;1,580760739;-0,371676867;0,451621989;1,202197835;2,494410621
DEU;E;1;E8;0;1;1,415899579;-0,940770657;0,111565548;0,885402699;2,244479225
DEU;E;2;E1;0,086040902;1,066464717;1,765371093;0,009534433;0,823189154;1,681730627;2,762723436
DEU;E;2;E2;0,086040902;1,066464717;1,522502987;-0,476617175;0,683524331;1,613274284;3,089779058
DEU;E;2;E3;0,086040902;1,066464717;1,996197218;-1,111546872;-0,316557503;0,467232063;1,671475086
DEU;E;2;E4;0,086040902;1,066464717;0,994828535;-0,698621213;0,658502806;1,943012564;3,580261022
DEU;E;2;E5;0,086040902;1,066464717;1,299845379;-1,563982081;-0,722027698;0,224676776;1,542510285
DEU;E;2;E6;0,086040902;1,066464717;2,59109926;-0,780998199;0,04470622;0,739223558;1,683792498
DEU;E;2;E7;0,086040902;1,066464717;1,580760739;-0,371676867;0,451621989;1,202197835;2,494410621
DEU;E;2;E8;0,086040902;1,066464717;1,258228779;-0,734575914;0,124110789;1,14503242;2,573762959
DEU;C;1;C1;0;1;2,409053939;-0,10961897;0,795035123;1,604437585;2,590265509
DEU;C;1;C2;0;1;1,589335492;-0,557440653;0,461476601;1,387296691;2,906868811
DEU;C;1;C3;0;1;2,389358538;-0,521273649;0,349935872;1,098354245;2,135190207
DEU;C;1;C4;0;1;2,457438368;-0,473679543;0,44361773;1,312179785;2,644730041
DEU;C;1;C5;0;1;1,322464937;-1,502613125;-0,450028261;0,375949814;1,867085409
DEU;C;1;C6;0;1;1,431271171;-1,312219842;-0,166627359;0,943091266;2,373033665
DEU;C;1;C7;0;1;2,389898568;-0,199251823;0,560982253;1,307438739;2,556700742
DEU;C;1;C8;0;1;2,55321814;-0,526188577;0,29951403;1,126975358;2,438259362
DEU;C;2;C1;-0,142264651;1,214557911;1,983188499;-0,370955647;0,436265831;1,123200022;2,410979631
DEU;C;2;C2;-0,142264651;1,214557911;1,589335492;-0,557440653;0,461476601;1,387296691;2,906868811
DEU;C;2;C3;-0,142264651;1,214557911;2,389358538;-0,521273649;0,349935872;1,098354245;2,135190207
DEU;C;2;C4;-0,142264651;1,214557911;1,874598034;-0,849628454;0,062233815;1,156590225;2,550031196
DEU;C;2;C5;-0,142264651;1,214557911;1,298185225;-0,954506584;0,017638525;0,895394553;2,393592232
DEU;C;2;C6;-0,142264651;1,214557911;1,524960699;-0,791550876;0,146226842;1,149450142;2,43059893
DEU;C;2;C7;-0,142264651;1,214557911;2,389898568;-0,199251823;0,560982253;1,307438739;2,556700742
DEU;C;2;C8;-0,142264651;1,214557911;2,55321814;-0,526188577;0,29951403;1,126975358;2,438259362
GBR;R;1;R1;0;1;1,065555181;-1,146203858;-0,231942607;1,301182601;2,756497778
GBR;R;1;R2;0;1;1,989825282;-0,849413816;-0,173574907;0,626146835;1,931015285
GBR;R;1;R3;0;1;1,200767189;-0,495512683;0,403883429;1,217384464;2,842137514
GBR;R;1;R4;0;1;1,687380967;-0,962885582;-0,094957328;0,691502288;1,93491904
GBR;R;1;R5;0;1;2,239868447;-0,048781099;0,783870055;1,508565729;2,468978942
GBR;R;1;R6;0;1;2,484792197;-0,867324634;-0,128314928;0,577275412;1,647650083
GBR;R;1;R7;0;1;2,20665841;-0,321631966;0,563008173;1,45348957;2,404947937
GBR;R;1;R8;0;1;3,107867705;-0,429862519;0,3174656;1,031249466;2,015810871
GBR;R;2;R1;-0,565001024;1,133235048;1,065555181;-1,146203858;-0,231942607;1,301182601;2,756497778
GBR;R;2;R2;-0,565001024;1,133235048;1,989825282;-0,849413816;-0,173574907;0,626146835;1,931015285
GBR;R;2;R3;-0,565001024;1,133235048;1,343097838;0,356331273;1,130817616;2,065930721;3,203838901
GBR;R;2;R4;-0,565001024;1,133235048;1,858432676;-0,645260481;0,181698282;0,937225983;2,099318782
GBR;R;2;R5;-0,565001024;1,133235048;2,176653575;0,092346911;0,974501773;1,847346066;2,723149886
GBR;R;2;R6;-0,565001024;1,133235048;2,383729889;-0,757829507;-0,059363288;0,640890497;1,793045198
GBR;R;2;R7;-0,565001024;1,133235048;1,921894694;-0,369748484;0,551869997;1,461144735;2,63242227
GBR;R;2;R8;-0,565001024;1,133235048;2,655556307;-0,323502567;0,426271579;1,15550809;2,244616892
GBR;I;1;I1;0;1;1,462845111;-2,227937398;-1,319821549;-0,367517523;0,992354591
GBR;I;1;I2;0;1;1,734555303;-1,84772862;-1,016748784;-0,244161519;1,12529852
GBR;I;1;I3;0;1;2,33866742;-1,297680347;-0,639272987;0,020786335;1,110617944
GBR;I;1;I4;0;1;1,687768839;-1,415519578;-0,63022361;0,172580738;1,343047637
GBR;I;1;I5;0;1;3,603675015;-0,968063119;-0,380958039;0,273030509;1,2553367
GBR;I;1;I6;0;1;1,946696176;-1,389485141;-0,700459566;0,039665067;1,216886989
GBR;I;1;I7;0;1;2,816913108;-0,883995562;-0,183053573;0,5923392;1,59171738
GBR;I;1;I8;0;1;1,52938351;-1,594626374;-0,673928303;0,085279535;1,346365114
GBR;I;2;I1;-0,086443519;1,2810407;1,462845111;-2,227937398;-1,319821549;-0,367517523;0,992354591
GBR;I;2;I2;-0,086443519;1,2810407;1,433753801;-2,073883534;-1,332149767;-0,54017532;0,860673027
GBR;I;2;I3;-0,086443519;1,2810407;2,33866742;-1,297680347;-0,639272987;0,020786335;1,110617944
GBR;I;2;I4;-0,086443519;1,2810407;1,687768839;-1,415519578;-0,63022361;0,172580738;1,343047637
GBR;I;2;I5;-0,086443519;1,2810407;3,603675015;-0,968063119;-0,380958039;0,273030509;1,2553367
GBR;I;2;I6;-0,086443519;1,2810407;1,946696176;-1,389485141;-0,700459566;0,039665067;1,216886989
GBR;I;2;I7;-0,086443519;1,2810407;2,816913108;-0,883995562;-0,183053573;0,5923392;1,59171738
GBR;I;2;I8;-0,086443519;1,2810407;1,315916472;-0,932956719;-0,206390123;0,614374947;1,858809516
GBR;A;1;A1;0;1;1,647652551;-0,653060456;0,130963732;0,878354949;1,888552525
GBR;A;1;A2;0;1;2,108861367;-0,978270172;-0,226578047;0,379703976;1,317741389
GBR;A;1;A3;0;1;1,562243867;-1,25461234;-0,350191872;0,359717659;1,649509341
GBR;A;1;A4;0;1;2,736389783;-1,090567626;-0,449289962;0,078883492;0,881788239
GBR;A;1;A5;0;1;2,035986093;-1,372133573;-0,75800917;-0,181400791;0,680403719
GBR;A;1;A6;0;1;1,77514776;-1,514822227;-0,828229731;-0,085933532;0,90072044
GBR;A;1;A7;0;1;0,635498017;-2,106993938;-0,736238543;0,473752136;2,799394217
GBR;A;1;A8;0;1;1,81933594;-1,247099969;-0,387694037;0,381188191;1,617436718
GBR;A;2;A1;0,03514613;1,002709102;1,647652551;-0,653060456;0,130963732;0,878354949;1,888552525
GBR;A;2;A2;0,03514613;1,002709102;2,033481112;-1,038758232;-0,366904725;0,341688546;1,296126307
GBR;A;2;A3;0,03514613;1,002709102;1,350479378;-1,532766147;-0,754823094;0,076165992;1,209917137
GBR;A;2;A4;0,03514613;1,002709102;2,574308147;-0,924511297;-0,344505215;0,300297432;1,166942684
GBR;A;2;A5;0,03514613;1,002709102;2,035986093;-1,372133573;-0,75800917;-0,181400791;0,680403719
GBR;A;2;A6;0,03514613;1,002709102;1,77514776;-1,514822227;-0,828229731;-0,085933532;0,90072044
GBR;A;2;A7;0,03514613;1,002709102;0,908211703;-0,610237693;0,364562826;1,369206586;2,732237508
GBR;A;2;A8;0,03514613;1,002709102;1,906870511;-1,130026898;-0,553562624;0,110292664;1,198378368
GBR;S;1;S1;0;1;1,080428573;-2,079841897;-0,982085367;0,065350461;1,708826812
GBR;S;1;S2;0;1;1,369758155;-1,926387227;-0,936138211;0,165737019;1,754777862
GBR;S;1;S3;0;1;2,137683775;-0,894581685;-0,151105314;0,586439699;1,661456468
GBR;S;1;S4;0;1;0,914097272;-2,058242977;-0,817370693;0,433798997;2,260334702
GBR;S;1;S5;0;1;2,639156846;-1,049661022;-0,301671853;0,40423675;1,452987367
GBR;S;1;S6;0;1;1,454091789;-0,763378726;0,132777733;0,958780314;2,183796444
GBR;S;1;S7;0;1;1,610446053;-1,316636838;-0,537643037;0,312980767;1,673194057
GBR;S;1;S8;0;1;1,830476611;-0,654478442;0,389026066;1,204735712;2,626015073
GBR;S;2;S1;0,53022884;1,051314829;1,080428573;-2,079841897;-0,982085367;0,065350461;1,708826812
GBR;S;2;S2;0,53022884;1,051314829;1,086951019;-2,400342914;-1,432252589;-0,164505751;1,555136638
GBR;S;2;S3;0,53022884;1,051314829;2,137683775;-0,894581685;-0,151105314;0,586439699;1,661456468
GBR;S;2;S4;0,53022884;1,051314829;0,677623233;-1,907984997;-0,418443003;1,216320454;3,465517386
GBR;S;2;S5;0,53022884;1,051314829;2,490283942;-1,181288222;-0,469666309;0,236013857;1,265892945
GBR;S;2;S6;0,53022884;1,051314829;1,454091789;-0,763378726;0,132777733;0,958780314;2,183796444
GBR;S;2;S7;0,53022884;1,051314829;1,610446053;-1,316636838;-0,537643037;0,312980767;1,673194057
GBR;S;2;S8;0,53022884;1,051314829;1,703379605;-0,664493151;0,18202225;1,178308669;2,401513819
GBR;E;1;E1;0;1;1,600550317;-0,133824006;0,80065776;1,635420036;2,796868969
GBR;E;1;E2;0;1;1,782896609;-0,228237753;0,772247;1,726975907;3,13103748
GBR;E;1;E3;0;1;1,916342205;-0,877284717;-0,009982098;0,71308224;1,870031777
GBR;E;1;E4;0;1;1,21830329;-0,09222666;1,267685451;2,375870275;3,918258577
GBR;E;1;E5;0;1;1,421213129;-1,385918513;-0,484152648;0,400919108;1,684826757
GBR;E;1;E6;0;1;2,995721328;-0,397197096;0,473615456;1,228599025;2,076420786
GBR;E;1;E7;0;1;1,528213523;-0,425668402;0,440067674;1,210517471;2,461478776
GBR;E;1;E8;0;1;1,434321719;-0,876180707;0,031231518;1,003559884;2,368589481
GBR;E;2;E1;0,170608267;0,964874676;1,494794458;0,223572491;1,139791241;2,049054545;3,081993852
GBR;E;2;E2;0,170608267;0,964874676;1,613101636;-0,426444331;0,515519475;1,569005846;2,871986509
GBR;E;2;E3;0,170608267;0,964874676;1,916342205;-0,877284717;-0,009982098;0,71308224;1,870031777
GBR;E;2;E4;0,170608267;0,964874676;1,291451312;-0,538943523;0,511904558;1,527007832;2,952376749
GBR;E;2;E5;0,170608267;0,964874676;1,472060201;-1,017834958;-0,141008583;0,698308273;1,955023267
GBR;E;2;E6;0,170608267;0,964874676;3,166852005;-0,432146682;0,287386807;0,991193779;1,850215703
GBR;E;2;E7;0,170608267;0,964874676;1,528213523;-0,425668402;0,440067674;1,210517471;2,461478776
GBR;E;2;E8;0,170608267;0,964874676;1,434321719;-0,876180707;0,031231518;1,003559884;2,368589481
GBR;C;1;C1;0;1;2,657877739;-0,090747861;0,58085463;1,406119804;2,27292149
GBR;C;1;C2;0;1;1,866106757;-0,441431277;0,397507229;1,351891786;2,601356177
GBR;C;1;C3;0;1;2,6071077;-0,435144314;0,335499833;1,032965234;1,84191366
GBR;C;1;C4;0;1;3,009845553;-0,336777031;0,47496542;1,203602789;2,183427807
GBR;C;1;C5;0;1;1,803457778;-0,897028184;-0,12008805;0,613299652;1,707760547
GBR;C;1;C6;0;1;1,873335526;-0,993596184;-0,311136562;0,769963916;1,93326426
GBR;C;1;C7;0;1;2,485203893;-0,24468377;0,556755762;1,321469778;2,258520851
GBR;C;1;C8;0;1;3,161549247;-0,259836998;0,475553427;1,298460832;2,205445638
GBR;C;2;C1;-0,128630413;1,089161242;2,583817958;-0,209784542;0,407708379;1,140392215;2,189562591
GBR;C;2;C2;-0,128630413;1,089161242;1,866106757;-0,441431277;0,397507229;1,351891786;2,601356177
GBR;C;2;C3;-0,128630413;1,089161242;3,187182447;-0,338858832;0,324217245;1,078547387;1,995697105
GBR;C;2;C4;-0,128630413;1,089161242;2,350346208;-0,676636948;0,046124449;0,924335875;1,992197353
GBR;C;2;C5;-0,128630413;1,089161242;1,80931848;-0,567286247;0,138469971;0,860706096;1,936849725
GBR;C;2;C6;-0,128630413;1,089161242;1,57773387;-0,983116369;-0,140198269;0,984828009;2,266327415
GBR;C;2;C7;-0,128630413;1,089161242;2,485203893;-0,24468377;0,556755762;1,321469778;2,258520851
GBR;C;2;C8;-0,128630413;1,089161242;3,161549247;-0,259836998;0,475553427;1,298460832;2,205445638
HKG;R;1;R1;0;1;0,917813259;-2,462210652;-1,105184111;0,632704638;2,977639278
HKG;R;1;R2;0;1;1,885575704;-0,811862472;0,080349879;1,007526027;2,661665185
HKG;R;1;R3;0;1;1,343432835;-0,663762121;0,643985018;1,807836475;3,601591666
HKG;R;1;R4;0;1;1,781818008;-1,275230486;-0,33326412;0,481648805;1,655302829
HKG;R;1;R5;0;1;2,355379635;-0,642789438;0,456821199;1,356907146;2,405458091
HKG;R;1;R6;0;1;2,174551893;-1,009008715;-0,122082295;0,628236543;1,945078673
HKG;R;1;R7;0;1;2,47218638;-0,849892356;0,141719355;0,985313038;2,037335702
HKG;R;1;R8;0;1;2,178949308;-0,763839832;0,218998054;1,103336843;2,340594733
HKG;R;2;R1;-0,317313741;0,951593281;0,917813259;-2,462210652;-1,105184111;0,632704638;2,977639278
HKG;R;2;R2;-0,317313741;0,951593281;1,885575704;-0,811862472;0,080349879;1,007526027;2,661665185
HKG;R;2;R3;-0,317313741;0,951593281;1,417348473;-0,432624023;0,983308684;2,268359972;3,726771815
