country;dimension;group;item;lat_mean;lat_var;a;b1;b2;b3;b4
AUS;E;1;E5;0;1;1,486387932;-1,50893384;-0,648485323;0,290177779;1,495596864
AUS;E;1;E6;0;1;2,311857076;-0,701791402;0,151282193;0,930252688;1,908524348
AUS;E;1;E7;0;1;1,987077644;-0,744810582;0,030634078;0,808543794;1,857425837
AUS;E;1;E8;0;1;1,317267828;-1,051645097;-0,104784262;0,873200135;2,078399189
AUS;E;2;E1;0,132412842;0,926442111;1,609199398;-0,000905218;0,826916794;1,837726108;2,988312946
AUS;E;2;E2;0,132412842;0,926442111;1,615406617;-0,834021352;0,105808769;1,169180657;2,420404037
AUS;E;2;E3;0,132412842;0,926442111;1,775510379;-1,163256186;-0,286742437;0,555791466;1,688791348
AUS;E;2;E4;0,132412842;0,926442111;1,522041072;-0,735332613;0,183207697;1,061577869;2,099137207
AUS;E;2;E5;0,132412842;0,926442111;1,272048391;-1,198122283;-0,237122855;0,662176572;1,965186448
AUS;E;2;E6;0,132412842;0,926442111;2,607332044;-0,806490542;-0,07037204;0,693345417;1,559952242
AUS;E;2;E7;0,132412842;0,926442111;1,450064575;-0,499758702;0,375744094;1,30293924;2,565674974
AUS;E;2;E8;0,132412842;0,926442111;1,317267828;-1,051645097;-0,104784262;0,873200135;2,078399189
AUS;C;1;C1;0;1;2,498121745;-0,309165725;0,434877566;1,305142981;2,229514533
AUS;C;1;C2;0;1;1,848834469;-0,822213967;0,100242705;1,115213792;2,292474932
AUS;C;1;C3;0;1;2,732518811;-0,680268834;0,135994989;0,899551972;1,666142594
AUS;C;1;C4;0;1;3,122242448;-0,483775977;0,292311167;1,088404371;2,021893132
AUS;C;1;C5;0;1;1,748930554;-0,91674113;-0,102535568;0,653808159;1,711604389
AUS;C;1;C6;0;1;1,560659255;-1,176328108;-0,366096246;0,791397889;2,055770711
AUS;C;1;C7;0;1;2,237432536;-0,504786465;0,341782828;1,124292343;2,105807094
AUS;C;1;C8;0;1;3,380934139;-0,467348366;0,300684401;1,043952877;1,875582596
AUS;C;2;C1;-0,199086992;1,345604397;2,296168172;-0,553441271;0,155050879;0,995366511;2,104235643
AUS;C;2;C2;-0,199086992;1,345604397;1,651671012;-0,768115678;0,238062446;1,350327112;2,681558452
AUS;C;2;C3;-0,199086992;1,345604397;2,84117622;-0,604666613;0,226050525;1,033938347;2,004947248
AUS;C;2;C4;-0,199086992;1,345604397;2,596177922;-0,890497829;-0,046590476;0,869684124;1,915758403
AUS;C;2;C5;-0,199086992;1,345604397;1,698891376;-0,659008772;0,126005394;0,906965231;2,043828951
AUS;C;2;C6;-0,199086992;1,345604397;1,499002472;-0,999377129;-0,146510169;1,070673781;2,346979909
AUS;C;2;C7;-0,199086992;1,345604397;2,237432536;-0,504786465;0,341782828;1,124292343;2,105807094
AUS;C;2;C8;-0,199086992;1,345604397;2,645114368;-0,421514937;0,406534394;1,274098324;2,188820604
BRA;R;1;R1;0;1;0,717023504;-2,066816914;-0,869523759;0,864026642;2,586974112
BRA;R;1;R2;0;1;1,552190829;-0,152995121;0,530287387;1,501334729;2,502168752
BRA;R;1;R3;0;1;1,449986019;-0,3746682;0,471372607;1,323018313;2,274551054
BRA;R;1;R4;0;1;1,520661096;-1,067145922;-0,408780485;0,21670492;1,38966919
BRA;R;1;R5;0;1;3,05132888;-0,079491086;0,587297126;1,255914814;2,024219068
BRA;R;1;R6;0;1;2,156731809;-0,503837804;0,126853919;0,834756525;1,840191214
BRA;R;1;R7;0;1;2,418976427;-0,43242103;0,237409395;0,993924258;1,934670961
BRA;R;1;R8;0;1;1,761387211;0,125235811;0,846597402;1,623310739;2,471449636
BRA;R;2;R1;-0,566648337;1,180787523;0,717023504;-2,066816914;-0,869523759;0,864026642;2,586974112
BRA;R;2;R2;-0,566648337;1,180787523;1,552190829;-0,152995121;0,530287387;1,501334729;2,502168752
BRA;R;2;R3;-0,566648337;1,180787523;1,185462287;0,05197277;0,925995026;2,074024682;3,050015121
BRA;R;2;R4;-0,566648337;1,180787523;1,710098033;-0,595892784;0,202915203;1,036642074;2,007920364
BRA;R;2;R5;-0,566648337;1,180787523;2,097072673;0,130502968;0,873373442;1,528908595;2,21782906
BRA;R;2;R6;-0,566648337;1,180787523;1,706223812;-0,363673845;0,255035621;1,096337721;2,003917191
BRA;R;2;R7;-0,566648337;1,180787523;2,365777737;-0,393401158;0,357817611;1,156167558;2,005162713
BRA;R;2;R8;-0,566648337;1,180787523;1,761387211;0,125235811;0,846597402;1,623310739;2,471449636
BRA;I;1;I1;0;1;1,654092034;-1,570520672;-0,893263506;-0,154913588;0,804295617
BRA;I;1;I2;0;1;1,464283384;-1,542568756;-0,888135248;-0,071956831;1,068328844
BRA;I;1;I3;0;1;2,388090698;-1,059620351;-0,405827471;0,101995286;1,034967528
BRA;I;1;I4;0;1;1,77852284;-1,145630497;-0,485690928;0,079421353;0,996550942
BRA;I;1;I5;0;1;4,712529024;-0,813826584;-0,319334899;0,165553519;0,910220982
BRA;I;1;I6;0;1;1,859784533;-0,878701632;-0,22023671;0,32937805;1,262487145
BRA;I;1;I7;0;1;3,585487366;-0,771202351;-0,254836347;0,245061261;1,031663019
BRA;I;1;I8;0;1;1,289027293;-0,840076425;-0,028833404;0,641720076;1,872080223
BRA;I;2;I1;-0,021504303;1,167527285;1,654092034;-1,570520672;-0,893263506;-0,154913588;0,804295617
BRA;I;2;I2;-0,021504303;1,167527285;1,464283384;-1,542568756;-0,888135248;-0,071956831;1,068328844
BRA;I;2;I3;-0,021504303;1,167527285;2,388090698;-1,059620351;-0,405827471;0,101995286;1,034967528
BRA;I;2;I4;-0,021504303;1,167527285;1,77852284;-1,145630497;-0,485690928;0,079421353;0,996550942
BRA;I;2;I5;-0,021504303;1,167527285;4,712529024;-0,813826584;-0,319334899;0,165553519;0,910220982
BRA;I;2;I6;-0,021504303;1,167527285;1,859784533;-0,878701632;-0,22023671;0,32937805;1,262487145
BRA;I;2;I7;-0,021504303;1,167527285;3,585487366;-0,771202351;-0,254836347;0,245061261;1,031663019
BRA;I;2;I8;-0,021504303;1,167527285;0,934240766;-0,257219487;0,432790293;1,454811388;2,793013832
BRA;A;1;A1;0;1;1,48014626;-0,687795297;0,107462124;0,9971061;2,145930816
BRA;A;1;A2;0;1;1,566001344;-1,214063986;-0,466286992;0,265654209;1,404156622
BRA;A;1;A3;0;1;1,524958027;-0,90223255;-0,173022607;0,642724986;1,796832734
BRA;A;1;A4;0;1;2,340764539;-0,920596559;-0,34814562;0,209110125;1,033011766
BRA;A;1;A5;0;1;1,658974262;-1,271009161;-0,67702262;-0,148930466;0,778574329
BRA;A;1;A6;0;1;1,592401521;-1,597545144;-1,061282416;-0,333704092;0,685708755
BRA;A;1;A7;0;1;1,304136721;-0,834152222;-0,126505622;0,521043508;1,523177959
BRA;A;1;A8;0;1;1,617852026;-0,848113797;-0,205566857;0,496411358;1,542887502
BRA;A;2;A1;0,155985174;1,161651562;1,48014626;-0,687795297;0,107462124;0,9971061;2,145930816
BRA;A;2;A2;0,155985174;1,161651562;1,566001344;-1,214063986;-0,466286992;0,265654209;1,404156622
BRA;A;2;A3;0,155985174;1,161651562;1,215688885;-1,504587759;-0,807648627;0,060632216;1,194354062
BRA;A;2;A4;0,155985174;1,161651562;2,340764539;-0,920596559;-0,34814562;0,209110125;1,033011766
BRA;A;2;A5;0,155985174;1,161651562;1,658974262;-1,271009161;-0,67702262;-0,148930466;0,778574329
BRA;A;2;A6;0,155985174;1,161651562;1,592401521;-1,597545144;-1,061282416;-0,333704092;0,685708755
BRA;A;2;A7;0,155985174;1,161651562;1,304136721;-0,834152222;-0,126505622;0,521043508;1,523177959
BRA;A;2;A8;0,155985174;1,161651562;1,617852026;-0,848113797;-0,205566857;0,496411358;1,542887502
BRA;S;1;S1;0;1;1,183447046;-1,970272725;-0,939126417;0,017827719;1,495422097
BRA;S;1;S2;0;1;1,564479548;-1,441110305;-0,740992549;0,25923884;1,560873205
BRA;S;1;S3;0;1;1,958511622;-0,663179963;0,01727726;0,661853084;1,650100197
BRA;S;1;S4;0;1;1,163443957;-1,52007604;-0,578668771;0,449240808;1,848070908
BRA;S;1;S5;0;1;2,343892435;-0,830560985;-0,250044583;0,385420185;1,249936128
BRA;S;1;S6;0;1;1,637174634;-0,375346015;0,339345462;0,931421664;2,018877273
BRA;S;1;S7;0;1;1,808812058;-0,534824275;0,036104438;0,650273994;1,721977684
BRA;S;1;S8;0;1;1,822876231;-0,391276984;0,293322138;1,102885108;2,199550812
BRA;S;2;S1;0,614318794;0,928158857;1,154018432;-1,219182055;-0,415184604;0,611570366;1,968066074
BRA;S;2;S2;0,614318794;0,928158857;1,094179238;-2,383241382;-1,592047646;-0,515400497;0,841266062
BRA;S;2;S3;0,614318794;0,928158857;1,958511622;-0,663179963;0,01727726;0,661853084;1,650100197
BRA;S;2;S4;0,614318794;0,928158857;1,069889523;-0,65562356;0,249493952;1,117582402;2,417772157
BRA;S;2;S5;0,614318794;0,928158857;2,343892435;-0,830560985;-0,250044583;0,385420185;1,249936128
BRA;S;2;S6;0,614318794;0,928158857;1,637174634;-0,375346015;0,339345462;0,931421664;2,018877273
BRA;S;2;S7;0,614318794;0,928158857;1,808812058;-0,534824275;0,036104438;0,650273994;1,721977684
BRA;S;2;S8;0,614318794;0,928158857;1,822876231;-0,391276984;0,293322138;1,102885108;2,199550812
BRA;E;1;E1;0;1;1,987529577;-0,399171847;0,25259388;1,009702631;2,057404004
BRA;E;1;E2;0;1;1,497470701;-0,42716628;0,479543442;1,402729563;2,684147117
BRA;E;1;E3;0;1;1,756403395;-1,053161064;-0,303679486;0,543456058;1,638909087
BRA;E;1;E4;0;1;1,381048369;-0,199585318;0,697862168;1,666129916;3,012830155
BRA;E;1;E5;0;1;1,09776012;-2,033445756;-1,032855716;0,006005975;1,329075609
BRA;E;1;E6;0;1;2,460094975;-0,528547634;0,132234362;0,883131166;1,847397955
BRA;E;1;E7;0;1;2,445212526;-0,431144145;0,114507753;0,721501046;1,699589594
BRA;E;1;E8;0;1;1,493068564;-0,935583029;-0,246042676;0,625025654;1,859235932
BRA;E;2;E1;-0,026849139;1,05639137;1,438930141;-0,131471283;0,794471033;1,824152769;2,886870644
BRA;E;2;E2;-0,026849139;1,05639137;1,497470701;-0,42716628;0,479543442;1,402729563;2,684147117
BRA;E;2;E3;-0,026849139;1,05639137;1,756403395;-1,053161064;-0,303679486;0,543456058;1,638909087
BRA;E;2;E4;-0,026849139;1,05639137;1,320382312;-0,733590159;0,109813073;0,941661106;2,335719564
BRA;E;2;E5;-0,026849139;1,05639137;1,233187854;-1,31343091;-0,464280252;0,229653693;1,326449434
BRA;E;2;E6;-0,026849139;1,05639137;2,339936676;-0,786665202;-0,152446813;0,450760637;1,315686136
BRA;E;2;E7;-0,026849139;1,05639137;1,791525667;-0,027115778;0,61443238;1,245678403;2,04845343
BRA;E;2;E8;-0,026849139;1,05639137;1,493068564;-0,935583029;-0,246042676;0,625025654;1,859235932
BRA;C;1;C1;0;1;2,202223531;-0,337190209;0,317191152;1,094028015;2,036800577
BRA;C;1;C2;0;1;1,772594358;-0,841925591;-0,002226368;0,887206773;1,948601984
BRA;C;1;C3;0;1;2,504742971;-0,817017595;-0,108406029;0,557230088;1,484590863
BRA;C;1;C4;0;1;2,329840216;-0,576046453;0,132314125;0,924990997;1,966328406
BRA;C;1;C5;0;1;1,807396121;-1,010120368;-0,442511291;0,185023571;1,269967005
BRA;C;1;C6;0;1;1,630508983;-1,051525889;-0,306985679;0,674205029;1,81650948
BRA;C;1;C7;0;1;2,173156568;-0,369755969;0,302842751;0,974872744;1,792839675
BRA;C;1;C8;0;1;1,993410631;-0,737856942;0,038838915;0,884213534;1,79581416
BRA;C;2;C1;-0,364961316;1,041897701;2,202223531;-0,337190209;0,317191152;1,094028015;2,036800577
BRA;C;2;C2;-0,364961316;1,041897701;1,772594358;-0,841925591;-0,002226368;0,887206773;1,948601984
BRA;C;2;C3;-0,364961316;1,041897701;2,914109859;-0,520220157;0,115515649;0,790101127;1,451279415
BRA;C;2;C4;-0,364961316;1,041897701;1,906263018;-0,869342071;-0,012803822;0,821592201;1,639225273
BRA;C;2;C5;-0,364961316;1,041897701;2,091901775;-0,42385851;0,116610868;0,586509767;1,454656081
BRA;C;2;C6;-0,364961316;1,041897701;1,722744309;-0,484907257;0,053174591;0,797974224;1,675442994
BRA;C;2;C7;-0,364961316;1,041897701;2,173156568;-0,369755969;0,302842751;0,974872744;1,792839675
BRA;C;2;C8;-0,364961316;1,041897701;1,993410631;-0,737856942;0,038838915;0,884213534;1,79581416
CAN;R;1;R1;0;1;1,071086603;-1,547409277;-0,578006913;1,007003468;2,291616652
CAN;R;1;R2;0;1;2,365562544;-0,560097424;0,113782922;0,966896747;1,905111444
CAN;R;1;R3;0;1;1,506479019;-0,230098509;0,520871219;1,385930533;2,456753185
CAN;R;1;R4;0;1;1,340633209;-1,275358617;-0,3307583;0,493545414;1,672036033
CAN;R;1;R5;0;1;2,467656972;-0,229656333;0,44451165;1,22688575;2,063693723
CAN;R;1;R6;0;1;2,192146529;-0,765404079;-0,063283058;0,697412346;1,757562314
CAN;R;1;R7;0;1;2,211793471;-0,53200142;0,297799266;1,122896214;2,024707387
CAN;R;1;R8;0;1;2,774823329;-0,510270262;0,168686951;0,875626112;1,807067164
CAN;R;2;R1;-0,759025574;1,193065854;1,084627556;-1,257359294;-0,392437133;1,282036325;2,524684484
CAN;R;2;R2;-0,759025574;1,193065854;2,077122571;-0,687304477;-0,005190438;0,79841136;1,905145761
CAN;R;2;R3;-0,759025574;1,193065854;1,514732872;0,286472722;1,16037126;1,970832219;3,182398681
CAN;R;2;R4;-0,759025574;1,193065854;1,973644032;-0,702439438;0,10777583;0,824260985;1,801525472
CAN;R;2;R5;-0,759025574;1,193065854;2,354057644;-0,110688674;0,690354811;1,507823781;2,305870998
CAN;R;2;R6;-0,759025574;1,193065854;2,192146529;-0,765404079;-0,063283058;0,697412346;1,757562314
CAN;R;2;R7;-0,759025574;1,193065854;2,211793471;-0,53200142;0,297799266;1,122896214;2,024707387
CAN;R;2;R8;-0,759025574;1,193065854;2,774823329;-0,510270262;0,168686951;0,875626112;1,807067164
CAN;I;1;I1;0;1;1,630508052;-1,543821259;-0,693215619;0,21074227;1,254219372
CAN;I;1;I2;0;1;2,02646893;-1,332269423;-0,610178249;0,090692736;1,125999553
CAN;I;1;I3;0;1;2,612322103;-1,017586763;-0,427634457;0,189847207;1,096336045
CAN;I;1;I4;0;1;1,789289653;-0,966081942;-0,297706944;0,448243909;1,441903476
CAN;I;1;I5;0;1;4,099198486;-0,699342104;-0,195590873;0,39567449;1,187962353
CAN;I;1;I6;0;1;2,16660179;-0,929658962;-0,324349466;0,356355618;1,27053818
CAN;I;1;I7;0;1;3,391906271;-0,649401664;-0,086729857;0,521633999;1,354653972
CAN;I;1;I8;0;1;1,56219499;-0,932164981;-0,245253146;0,516187032;1,634060928
CAN;I;2;I1;0,041375971;1,003994978;1,546539677;-1,770362719;-1,03325066;-0,159301596;0,974293451
CAN;I;2;I2;0,041375971;1,003994978;1,584365743;-1,581552829;-0,903169251;-0,099048035;1,074815124
CAN;I;2;I3;0,041375971;1,003994978;2,612322103;-1,017586763;-0,427634457;0,189847207;1,096336045
CAN;I;2;I4;0,041375971;1,003994978;1,789289653;-0,966081942;-0,297706944;0,448243909;1,441903476
CAN;I;2;I5;0,041375971;1,003994978;4,099198486;-0,699342104;-0,195590873;0,39567449;1,187962353
CAN;I;2;I6;0,041375971;1,003994978;2,16660179;-0,929658962;-0,324349466;0,356355618;1,27053818
CAN;I;2;I7;0,041375971;1,003994978;3,391906271;-0,649401664;-0,086729857;0,521633999;1,354653972
CAN;I;2;I8;0,041375971;1,003994978;1,386018597;-0,445468185;0,257502835;1,030316091;2,121357072
CAN;A;1;A1;0;1;2,046709764;-0,298708594;0,352536527;0,996840402;1,800236456
CAN;A;1;A2;0;1;2,257279267;-0,557192502;0,071227526;0,654720218;1,453054987
CAN;A;1;A3;0;1;1,604768444;-0,831823894;-0,016598353;0,665236397;1,704177203
CAN;A;1;A4;0;1;2,655235828;-0,733458786;-0,186924646;0,34540115;1,036972015
CAN;A;1;A5;0;1;2,341130094;-0,654367062;-0,100040107;0,408593865;1,100494506
CAN;A;1;A6;0;1;2,010070962;-0,95370994;-0,419680167;0,197387023;1,003208889
CAN;A;1;A7;0;1;0,602600164;-1,98372874;-0,711179704;0,704852725;2,602510899
CAN;A;1;A8;0;1;1,903430593;-0,686809739;0,023558578;0,741916273;1,729297929
CAN;A;2;A1;0,028442704;0,894184273;2,046709764;-0,298708594;0,352536527;0,996840402;1,800236456
CAN;A;2;A2;0,028442704;0,894184273;2,257279267;-0,557192502;0,071227526;0,654720218;1,453054987
CAN;A;2;A3;0,028442704;0,894184273;1,408430045;-1,271302904;-0,550484304;0,22129859;1,3571595
CAN;A;2;A4;0,028442704;0,894184273;2,651528914;-0,678852781;-0,132495311;0,451791585;1,187988687
CAN;A;2;A5;0,028442704;0,894184273;2,17644319;-0,813382369;-0,275237805;0,251996698;0,999849526
CAN;A;2;A6;0,028442704;0,894184273;2,010070962;-0,95370994;-0,419680167;0,197387023;1,003208889
CAN;A;2;A7;0,028442704;0,894184273;1,049089696;-0,434048512;0,397388106;1,19846078;2,448099962
CAN;A;2;A8;0,028442704;0,894184273;1,969122902;-0,720521624;-0,160120004;0,421612662;1,366682804
CAN;S;1;S1;0;1;1,383460079;-1,448831793;-0,562453337;0,39099723;1,486702759
CAN;S;1;S2;0;1;1,386005137;-1,47563895;-0,727901559;0,382356811;1,688111899
CAN;S;1;S3;0;1;2,173770433;-0,790984093;-0,169877662;0,502240241;1,392135767
CAN;S;1;S4;0;1;1,24290323;-1,490896409;-0,501948046;0,484451814;1,742677323
CAN;S;1;S5;0;1;2,71922725;-0,924612458;-0,309926248;0,341516608;1,206418562
CAN;S;1;S6;0;1;1,778670241;-0,708757797;-0,024087029;0,702766438;1,690732324
CAN;S;1;S7;0;1;2,306896496;-0,806133883;-0,143562202;0,607263174;1,519602298
CAN;S;1;S8;0;1;1,998072998;-0,58071278;0,116740567;0,907192237;1,897811344
CAN;S;2;S1;0,460873783;0,800463609;1,383460079;-1,448831793;-0,562453337;0,39099723;1,486702759
CAN;S;2;S2;0,460873783;0,800463609;1,361878115;-1,84370844;-1,095622297;-0,035954439;1,299011619
CAN;S;2;S3;0,460873783;0,800463609;2,173770433;-0,790984093;-0,169877662;0,502240241;1,392135767
CAN;S;2;S4;0,460873783;0,800463609;1,057108285;-1,21465782;-0,209393519;0,844752378;2,259276344
CAN;S;2;S5;0,460873783;0,800463609;2,618010484;-0,975006667;-0,430992776;0,163468144;1,03827728
CAN;S;2;S6;0,460873783;0,800463609;1,778670241;-0,708757797;-0,024087029;0,702766438;1,690732324
CAN;S;2;S7;0,460873783;0,800463609;1,970014845;-0,87399538;-0,259632448;0,404554613;1,387886784
CAN;S;2;S8;0,460873783;0,800463609;1,998072998;-0,58071278;0,116740567;0,907192237;1,897811344
CAN;E;1;E1;0;1;1,749288674;-0,485770464;0,317537438;1,262530672;2,182139333
CAN;E;1;E2;0;1;1,654169716;-0,596926257;0,279814865;1,338110375;2,513582731
CAN;E;1;E3;0;1;1,751269548;-0,977361946;-0,068570151;0,794797082;2,000604892
CAN;E;1;E4;0;1;1,289899596;-0,050629732;1,022756181;2,007563302;3,411125609
CAN;E;1;E5;0;1;1,438701036;-1,410165887;-0,531308458;0,474009273;1,655745416
CAN;E;1;E6;0;1;2,602513079;-0,497226423;0,283563691;1,077519999;1,835620399
CAN;E;1;E7;0;1;1,739596178;-0,719544536;0,02585552;0,837332712;1,92625392
CAN;E;1;E8;0;1;1,397595279;-0,84013635;0,043860145;0,972943947;2,171701598
CAN;E;2;E1;-0,024941863;1,062031167;1,566477028;-0,081471544;0,879980514;1,824788849;3,052137557
CAN;E;2;E2;-0,024941863;1,062031167;1,654169716;-0,596926257;0,279814865;1,338110375;2,513582731
CAN;E;2;E3;-0,024941863;1,062031167;1,751269548;-0,977361946;-0,068570151;0,794797082;2,000604892
CAN;E;2;E4;-0,024941863;1,062031167;1,322366727;-0,816156158;0,147797536;1,092815091;2,249226342
CAN;E;2;E5;-0,024941863;1,062031167;1,340418762;-1,063885052;-0,212580745;0,794358823;1,964110709
CAN;E;2;E6;-0,024941863;1,062031167;2,561052379;-0,679267653;0,016378159;0,727435599;1,651295055
CAN;E;2;E7;-0,024941863;1,062031167;1,521516819;-0,558267046;0,259223265;1,117170514;2,332681461
CAN;E;2;E8;-0,024941863;1,062031167;1,397595279;-0,84013635;0,043860145;0,972943947;2,171701598
CAN;C;1;C1;0;1;2,330399622;-0,379407953;0,368095441;1,245974954;2,139023638
CAN;C;1;C2;0;1;1,852395378;-0,800544977;0,029056643;0,965021566;2,074531201
CAN;C;1;C3;0;1;2,762355071;-0,658617758;0,086755415;0,839992327;1,657005841
CAN;C;1;C4;0;1;2,64723841;-0,488701064;0,271394989;1,143540609;1,996100944
CAN;C;1;C5;0;1;1,810710581;-0,791072456;-0,070091169;0,635681617;1,606268703
CAN;C;1;C6;0;1;1,508417656;-1,247088572;-0,464426304;0,701908194;1,819627079
CAN;C;1;C7;0;1;2,054876855;-0,469473287;0,329198566;1,184414901;2,195763789
CAN;C;1;C8;0;1;2,902917179;-0,469356956;0,297637278;1,126528954;1,984151546
CAN;C;2;C1;-0,242411671;1,287883926;2,298566601;-0,595502815;0,145553966;1,011622481;1,877557779
CAN;C;2;C2;-0,242411671;1,287883926;1,607682454;-0,852007414;0,161057405;1,2481084;2,547807486
CAN;C;2;C3;-0,242411671;1,287883926;2,763734978;-0,578098938;0,135258072;0,930402363;1,859800535
CAN;C;2;C4;-0,242411671;1,287883926;2,448724378;-0,890679869;-0,132140545;0,794346057;1,828300709
CAN;C;2;C5;-0,242411671;1,287883926;1,677751663;-0,66664556;0,066288488;0,884138519;2,053687888
CAN;C;2;C6;-0,242411671;1,287883926;1,438700046;-1,078893104;-0,283908573;0,952018525;2,178615978
CAN;C;2;C7;-0,242411671;1,287883926;2,054876855;-0,469473287;0,329198566;1,184414901;2,195763789
CAN;C;2;C8;-0,242411671;1,287883926;2,902917179;-0,469356956;0,297637278;1,126528954;1,984151546
DEU;R;1;R1;0;1;0,902723786;-1,409501483;-0,245430299;1,371682628;3,060138603
DEU;R;1;R2;0;1;1,932571492;-0,464317252;0,268415565;1,119330187;2,517993718
DEU;R;1;R3;0;1;1,10755786;-0,299551788;0,689167018;1,490830045;3,260751408
DEU;R;1;R4;0;1;1,267942095;-1,283824046;-0,354127334;0,768821981;2,427897003
DEU;R;1;R5;0;1;2,408872142;-0,093679649;0,778152447;1,50021988;2,668965977
DEU;R;1;R6;0;1;2,924554473;-0,6352762;0,083203789;0,718290119;1,85531537
DEU;R;1;R7;0;1;1,838253494;-0,323135569;0,671726842;1,591651135;2,831238054
DEU;R;1;R8;0;1;2,351273221;-0,136776603;0,764959087;1,39503655;2,490083783
DEU;R;2;R1;-0,373624929;1,15941138;0,902723786;-1,409501483;-0,245430299;1,371682628;3,060138603
DEU;R;2;R2;-0,373624929;1,15941138;1,932571492;-0,464317252;0,268415565;1,119330187;2,517993718
DEU;R;2;R3;-0,373624929;1,15941138;1,268275852;0,499204584;1,541169606;2,562012305;3,718648449
DEU;R;2;R4;-0,373624929;1,15941138;1,671492043;-0,478005953;0,566592715;1,416415776;2,816347113
DEU;R;2;R5;-0,373624929;1,15941138;2,025821825;0,131401569;1,180622553;2,094259565;3,492261992
DEU;R;2;R6;-0,373624929;1,15941138;1,94052853;-0,591355052;0,266718701;1,074294183;2,51443137
DEU;R;2;R7;-0,373624929;1,15941138;1,838253494;-0,323135569;0,671726842;1,591651135;2,831238054
DEU;R;2;R8;-0,373624929;1,15941138;2,351273221;-0,136776603;0,764959087;1,39503655;2,490083783
DEU;I;1;I1;0;1;1,411380477;-2,415242071;-1,138553727;-0,084512198;1,416568228
DEU;I;1;I2;0;1;1,790958265;-1,767715803;-1,069547035;-0,251828582;1,001810777
DEU;I;1;I3;0;1;3,312099387;-1,312490588;-0,682610557;-0,025187346;0,99918408
DEU;I;1;I4;0;1;1,529126136;-1,657993434;-0,727536317;0,170515042;1,432624429
DEU;I;1;I5;0;1;3,411841771;-1,141932905;-0,459868484;0,206387629;1,17407234
DEU;I;1;I6;0;1;2,426791697;-1,15345327;-0,436088441;0,203697622;1,156270011
DEU;I;1;I7;0;1;2,557336445;-0,987019276;-0,225477513;0,460984763;1,546037185
DEU;I;1;I8;0;1;1,722330248;-1,239609341;-0,46883424;0,330869128;1,432926898
DEU;I;2;I1;-0,080913134;1,109797474;1,203324842;-2,556612124;-1,645237959;-0,442767189;0,961004118
DEU;I;2;I2;-0,080913134;1,109797474;1,790958265;-1,767715803;-1,069547035;-0,251828582;1,001810777
DEU;I;2;I3;-0,080913134;1,109797474;3,312099387;-1,312490588;-0,682610557;-0,025187346;0,99918408
DEU;I;2;I4;-0,080913134;1,109797474;1,529126136;-1,657993434;-0,727536317;0,170515042;1,432624429
DEU;I;2;I5;-0,080913134;1,109797474;3,411841771;-1,141932905;-0,459868484;0,206387629;1,17407234
DEU;I;2;I6;-0,080913134;1,109797474;2,426791697;-1,15345327;-0,436088441;0,203697622;1,156270011
DEU;I;2;I7;-0,080913134;1,109797474;2,557336445;-0,987019276;-0,225477513;0,460984763;1,546037185
DEU;I;2;I8;-0,080913134;1,109797474;1,463833456;-0,96117517;-0,081976297;0,743529014;2,012832537
DEU;A;1;A1;0;1;1,799418683;-0,567053019;0,199063726;0,891976762;1,860783303
DEU;A;1;A2;0;1;2,199740664;-1,047156464;-0,339900599;0,313082574;1,189727715
DEU;A;1;A3;0;1;1,739765178;-0,996853501;-0,440013932;0,411747436;1,618067171
DEU;A;1;A4;0;1;3,002616313;-0,8248105;-0,191268546;0,273581694;1,030128682
DEU;A;1;A5;0;1;2,02706055;-1,270740939;-0,657131978;-0,070829925;0,825858154
DEU;A;1;A6;0;1;1,88913239;-1,419602132;-0,59761426;0,065608713;1,098734444
DEU;A;1;A7;0;1;0,802246811;-0,875568384;0,461957728;1,404617153;3,202802097
DEU;A;1;A8;0;1;1,979398519;-0,944951147;-0,122300845;0,683163352;1,837764577
DEU;A;2;A1;0,034496848;0,967779439;1,799418683;-0,567053019;0,199063726;0,891976762;1,860783303
DEU;A;2;A2;0,034496848;0,967779439;2,199740664;-1,047156464;-0,339900599;0,313082574;1,189727715
DEU;A;2;A3;0,034496848;0,967779439;1,439676804;-1,612612449;-0,730120192;0,108770055;1,2727449
DEU;A;2;A4;0,034496848;0,967779439;3,002616313;-0,8248105;-0,191268546;0,273581694;1,030128682
DEU;A;2;A5;0,034496848;0,967779439;2,02706055;-1,270740939;-0,657131978;-0,070829925;0,825858154
DEU;A;2;A6;0,034496848;0,967779439;1,88913239;-1,419602132;-0,59761426;0,065608713;1,098734444
DEU;A;2;A7;0,034496848;0,967779439;0,802246811;-0,875568384;0,461957728;1,404617153;3,202802097
DEU;A;2;A8;0,034496848;0,967779439;1,773949846;-1,109962018;-0,507392334;0,293751113;1,407899331
DEU;S;1;S1;0;1;1,140780907;-2,341183208;-1,33714613;-0,485132009;1,078048896
DEU;S;1;S2;0;1;1,223943923;-2,29805454;-1,083802766;0,282317735;2,130183352
DEU;S;1;S3;0;1;1,629970948;-1,2728032;-0,3119315;0,554037428;1,736243712
DEU;S;1;S4;0;1;1,106086344;-1,787744642;-0,630497727;0,408158615;1,994527201
DEU;S;1;S5;0;1;2,309948613;-1,221260825;-0,499796088;0,163021418;1,247321787
DEU;S;1;S6;0;1;1,889272091;-0,806143125;0,008591719;0,721953376;1,741503079
